	sentiment	content	labels
295	neutral	ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.	[0 0 0 1 0]
296	sadness	Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!	[0 0 0 0 1]
297	sadness	Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck	[0 0 0 0 1]
298	neutral	@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30	[0 0 0 1 0]
299	anger	I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.	[1 0 0 0 0]
300	sadness	sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend	[0 0 0 0 1]
301	sadness	I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu	[0 0 0 0 1]
302	anger	think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!	[1 0 0 0 0]
303	neutral	Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips	[0 0 0 1 0]
304	sadness	@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...	[0 0 0 0 1]
305	neutral	@sillybabyjulie me too	[0 0 0 1 0]
306	neutral	@digenis that story reminds of living in Portugal	[0 0 0 1 0]
307	neutral	@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?	[0 0 0 1 0]
308	happiness	I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.	[0 1 0 0 0]
309	anger	my roommate @tess_tickle loves to ignore me	[1 0 0 0 0]
310	neutral	@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.	[0 0 0 1 0]
311	neutral	@MyDailyRoutine yeahhh. &amp;dont judge my pillow	[0 0 0 1 0]
312	happiness	Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha	[0 1 0 0 0]
313	sadness	my teeth and head hurts	[0 0 0 0 1]
314	sadness	I HATE rob zombie movies. &amp; the smell of weed. Vommmm.	[0 0 0 0 1]
315	anger	@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!	[1 0 0 0 0]
316	sadness	Waiting in line @ tryst	[0 0 0 0 1]
317	sadness	Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!	[0 0 0 0 1]
318	sadness	just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover	[0 0 0 0 1]
319	sadness	I need to be held...  Gnite.	[0 0 0 0 1]
320	sadness	Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents	[0 0 0 0 1]
321	sadness	no more arrested development. i am sad.	[0 0 0 0 1]
322	neutral	@Giggles_xo  wicked , what time you leaving? how come you cant stay the night	[0 0 0 1 0]
323	sadness	omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D	[0 0 0 0 1]
324	sadness	I feel so deflated. No more doggy.	[0 0 0 0 1]
325	sadness	@blood_rain i wanna see her hair  hows everyone?	[0 0 0 0 1]
326	sadness	I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.	[0 0 0 0 1]
327	sadness	im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much	[0 0 0 0 1]
328	sadness	just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over	[0 0 0 0 1]
329	sadness	Aww...  Pray for the arroyo family everyone!	[0 0 0 0 1]
330	neutral	@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product	[0 0 0 1 0]
331	sadness	Fuuudge. Movie store is closed	[0 0 0 0 1]
332	sadness	ALO is so sad and quiet and empty tonight	[0 0 0 0 1]
333	anger	@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set	[1 0 0 0 0]
334	sadness	@wuzzyangel You never answered your DM I sent you....   I need your info...	[0 0 0 0 1]
335	sadness	Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...	[0 0 0 0 1]
336	sadness	@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie	[0 0 0 0 1]
337	sadness	I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!	[0 0 0 0 1]
338	sadness	@jose3030 I didn't think anyone caught that	[0 0 0 0 1]
341	neutral	OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE	[0 0 0 1 0]
342	neutral	lyin in bed, up faaaaar too early	[0 0 0 1 0]
343	sadness	Sad that Christian Lacroix had to file bankruptcy	[0 0 0 0 1]
344	sadness	I dont feel good AT ALL. fuckkk	[0 0 0 0 1]
345	sadness	why did i agree to work a double shift	[0 0 0 0 1]
346	sadness	looks like i'll never go to the zoo	[0 0 0 0 1]
347	sadness	@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!	[0 0 0 0 1]
348	neutral	When will Medhurst play again?	[0 0 0 1 0]
349	sadness	@Moss1982 bad times?	[0 0 0 0 1]
350	anger	aarrgghh - fu*k.....a hose has leaked water all over the new floating floor	[1 0 0 0 0]
351	sadness	Have to go to the dreaded DMV tomorrow	[0 0 0 0 1]
352	neutral	@duncm I'm a bit Ben's Thai-ed out	[0 0 0 1 0]
353	happiness	english class! working on interactive orals	[0 1 0 0 0]
354	sadness	@SharonHayes Thank you for the rec but that doesn't work	[0 0 0 0 1]
355	neutral	@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?	[0 0 0 1 0]
356	sadness	My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie	[0 0 0 0 1]
357	sadness	I don't know how ima work out tomorrow wit my body dis sore  ugh	[0 0 0 0 1]
358	neutral	in 7-11  w/o you	[0 0 0 1 0]
359	neutral	@becjee Yeah, plus it's just a little too far to walk to Pinocchio's for sushi	[0 0 0 1 0]
360	sadness	I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.	[0 0 0 0 1]
361	sadness	Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.	[0 0 0 0 1]
362	sadness	I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.	[0 0 0 0 1]
363	sadness	Lady across the way had a miscarriage, say a prayer	[0 0 0 0 1]
364	sadness	God I just want to sleep.	[0 0 0 0 1]
365	anger	@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??	[1 0 0 0 0]
366	sadness	I feel so deflated. No more doggy.	[0 0 0 0 1]
367	sadness	Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes	[0 0 0 0 1]
368	anger	RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK	[1 0 0 0 0]
369	sadness	is feeling bad  just got bad news about my Mum	[0 0 0 0 1]
370	sadness	@RealBlackWidow But but I dun wanna	[0 0 0 0 1]
371	sadness	@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!	[0 0 0 0 1]
372	sadness	@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha	[0 0 0 0 1]
373	neutral	@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am!	[0 0 0 1 0]
374	neutral	Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her	[0 0 0 1 0]
375	sadness	don't feel like working  I think I tweet this too often!	[0 0 0 0 1]
376	sadness	feels sick to my stomach and idkk whyy	[0 0 0 0 1]
377	sadness	vineri...nimic special sau probabil un alt weekend pierdut...	[0 0 0 0 1]
378	neutral	Counting the hours of lost sunshine until the Weekend	[0 0 0 1 0]
379	happiness	@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho	[0 1 0 0 0]
380	happiness	is home.  safely... but hungry	[0 1 0 0 0]
381	sadness	@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER	[0 0 0 0 1]
382	sadness	got to final table, but....went out third.  Don't think I'll be getting my free seat	[0 0 0 0 1]
383	neutral	good morning work this morning gutted lol nevermind	[0 0 0 1 0]
384	anger	I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!	[1 0 0 0 0]
385	happiness	FB is boring   and i wanna sing RIGHT NOW..! *-*	[0 1 0 0 0]
386	sadness	@judyrey  The link doesn't work	[0 0 0 0 1]
387	neutral	@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble	[0 0 0 1 0]
388	sadness	The humpalow um ya I think so... Cell is dying	[0 0 0 0 1]
389	sadness	Last day at work...Sick to the bone	[0 0 0 0 1]
390	sadness	i feel like I'm on house arrest.	[0 0 0 0 1]
391	neutral	love is like a war,,easy to begin, hard to end..fiuuhh...	[0 0 0 1 0]
392	happiness	@heavenjones ur supposed to be in BK tho	[0 1 0 0 0]
393	sadness	@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad	[0 0 0 0 1]
394	happiness	Oh no!  Nighty night.	[0 1 0 0 0]
395	happiness	@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!	[0 1 0 0 0]
396	sadness	my stupid tooooth hurts	[0 0 0 0 1]
397	love	@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is	[0 0 1 0 0]
398	neutral	Ready To Go @ School	[0 0 0 1 0]
399	sadness	@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.	[0 0 0 0 1]
400	neutral	@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today	[0 0 0 1 0]
401	sadness	It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...	[0 0 0 0 1]
402	sadness	@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages	[0 0 0 0 1]
403	sadness	my dog ran awayyy	[0 0 0 0 1]
404	anger	@all_is_one84 Those suck so bad.	[1 0 0 0 0]
405	sadness	I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.	[0 0 0 0 1]
406	happiness	just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go	[0 1 0 0 0]
407	sadness	does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp	[0 0 0 0 1]
408	love	I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!	[0 0 1 0 0]
410	sadness	I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!	[0 0 0 0 1]
411	anger	At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.	[1 0 0 0 0]
412	sadness	@Penguin_J heehee. i love you! i am tired.	[0 0 0 0 1]
413	sadness	my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo	[0 0 0 0 1]
414	sadness	@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something	[0 0 0 0 1]
415	sadness	@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.	[0 0 0 0 1]
416	sadness	Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day	[0 0 0 0 1]
418	sadness	how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...	[0 0 0 0 1]
419	happiness	@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...	[0 1 0 0 0]
420	neutral	@nayRyelgiuQ airport? and you didnt show up tonight homo!	[0 0 0 1 0]
421	sadness	@charloro jealous  it looks like schindler's list in toronto	[0 0 0 0 1]
422	happiness	I want another tatt	[0 1 0 0 0]
423	neutral	@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:	[0 0 0 1 0]
424	happiness	So, I need to make a lot of money tomorrow	[0 1 0 0 0]
425	sadness	@joiskol  being in your room makes me sad.	[0 0 0 0 1]
426	sadness	Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.	[0 0 0 0 1]
427	neutral	for the gays i only made 200 tonight	[0 0 0 1 0]
428	sadness	@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks	[0 0 0 0 1]
429	sadness	if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!	[0 0 0 0 1]
430	happiness	@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.	[0 1 0 0 0]
431	neutral	@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing	[0 0 0 1 0]
432	sadness	@meljachin: eww. dislike	[0 0 0 0 1]
433	sadness	Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.	[0 0 0 0 1]
434	neutral	decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....	[0 0 0 1 0]
435	sadness	@SuzyDunkley sorry bout the cat,	[0 0 0 0 1]
436	neutral	needs to have an increase on her salary  http://plurk.com/p/wxluu	[0 0 0 1 0]
437	sadness	my stomach feels like it's touching the ground..i'm SO full	[0 0 0 0 1]
438	love	Pug just woke me from an incredible sleep!	[0 0 1 0 0]
439	love	@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!	[0 0 1 0 0]
440	sadness	Sooo much work so little time	[0 0 0 0 1]
441	sadness	missed iron chef	[0 0 0 0 1]
442	sadness	@thevowel the DS version sucks	[0 0 0 0 1]
443	sadness	what a bad day	[0 0 0 0 1]
444	happiness	@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun	[0 1 0 0 0]
445	anger	hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs	[1 0 0 0 0]
446	sadness	Ugh, my internet was down!	[0 0 0 0 1]
447	happiness	omg i didnt tweet all that much today.... *sadness*	[0 1 0 0 0]
448	sadness	is feeling so giddy and wanna go home.	[0 0 0 0 1]
449	neutral	the week just wasnt the same without an adam lambert performance!!!	[0 0 0 1 0]
450	neutral	@rockingjude The link doesn't work	[0 0 0 1 0]
451	sadness	Up and packing. Its the last day of youth camp	[0 0 0 0 1]
452	neutral	GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..	[0 0 0 1 0]
453	neutral	Smh @ hiphop nursery rhymes	[0 0 0 1 0]
454	sadness	Somebody please save the polar bears!	[0 0 0 0 1]
455	happiness	@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol	[0 1 0 0 0]
456	happiness	@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work	[0 1 0 0 0]
457	sadness	It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.	[0 0 0 0 1]
458	sadness	guess im staying home tonight...no movie-ing for me	[0 0 0 0 1]
459	sadness	went to the cd store to search for the cd. But	[0 0 0 0 1]
460	sadness	@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs	[0 0 0 0 1]
461	sadness	I miss my mom..  &quot;May angels lead you in&quot;	[0 0 0 0 1]
462	love	there's really no android twitter app of Tweetie's calibre	[0 0 1 0 0]
